gen,fit,cross,rec,size,wires
124,-0.016790,86,3,27,113
125,-0.016790,86,3,27,113
126,-0.016790,86,3,27,113
127,-0.016790,86,3,27,113
128,-0.016363,91,5,27,122
129,-0.016363,91,5,27,122
130,-0.016363,91,5,27,122
131,-0.016363,91,5,27,122
132,-0.016267,91,6,27,123
133,-0.016267,91,6,27,123
134,-0.016267,91,6,27,123
135,-0.016267,91,6,27,123
136,-0.016267,91,6,27,123
137,-0.016242,96,3,27,125
138,-0.016242,96,3,27,125
139,-0.016135,91,4,27,121
140,-0.016135,91,4,27,121
141,-0.016048,93,3,27,124
142,-0.016048,93,3,27,124
143,-0.016048,93,3,27,124
144,-0.016048,93,3,27,124
145,-0.016048,93,3,27,124
146,-0.016048,93,3,27,124
147,-0.016048,93,3,27,124
148,-0.013962,102,4,27,133
149,-0.013962,102,4,27,133
150,-0.013943,104,3,27,134
151,-0.013846,102,3,27,132
152,-0.012446,103,3,27,132
153,-0.012446,103,3,27,132
154,-0.012351,104,3,27,132
155,-0.011586,108,4,27,139
156,-0.011390,110,4,27,141
157,-0.011390,110,4,27,141
158,-0.011212,108,4,27,138
159,-0.011047,109,3,27,139
160,-0.011047,109,3,27,139
161,-0.010966,110,4,27,140
162,-0.010847,110,4,27,141
163,-0.010847,110,4,27,141
164,-0.010847,110,4,27,141
165,-0.010808,116,3,27,147
166,-0.010743,111,4,27,141
167,-0.010743,111,4,27,141
168,-0.010659,112,4,27,142
169,-0.010659,112,4,27,142
170,-0.010602,112,3,27,142
171,-0.010602,112,3,27,142
172,-0.010577,113,4,27,150
173,-0.010577,113,4,27,150
174,-0.010472,110,6,27,144
175,-0.010472,110,6,27,144
176,-0.010472,110,6,27,144
177,-0.010472,110,6,27,144
178,-0.010360,114,5,27,148
179,-0.010360,114,5,27,148
180,-0.010360,114,5,27,148
181,-0.010360,114,5,27,148
182,-0.010360,114,5,27,148
183,-0.010360,114,5,27,148
184,-0.010360,114,5,27,148
185,-0.010360,114,5,27,148
186,-0.010360,114,5,27,148
187,-0.010360,114,5,27,148
188,-0.010360,114,5,27,148
189,-0.010360,114,5,27,148
190,-0.010360,114,5,27,148
191,-0.010360,114,5,27,148
192,-0.010360,114,5,27,148
193,-0.010360,114,5,27,148
194,-0.010360,114,5,27,148
195,-0.010360,114,5,27,148
196,-0.010360,114,5,27,148
197,-0.010360,114,5,27,148
198,-0.010360,114,5,27,148
199,-0.010360,114,5,27,148
200,-0.010360,114,5,27,148
201,-0.010360,114,5,27,148
202,-0.010360,114,5,27,148
203,-0.010360,114,5,27,148
204,-0.010360,114,5,27,148
205,-0.010360,114,5,27,148
206,-0.010360,114,5,27,148
207,-0.010360,114,5,27,148
208,-0.010360,114,5,27,148
209,-0.010360,114,5,27,148
210,-0.010327,125,4,28,162
211,-0.010327,125,4,28,162
212,-0.010327,125,4,28,162
213,-0.010327,125,4,28,162
214,-0.010327,125,4,28,162
215,-0.010327,125,4,28,162
216,-0.010327,125,4,28,162
217,-0.010327,125,4,28,162
218,-0.010327,125,4,28,162
219,-0.010327,125,4,28,162
220,-0.010224,126,3,28,162
221,-0.010224,126,3,28,162
222,-0.010224,126,3,28,162
223,-0.010224,126,3,28,162
224,-0.010224,126,3,28,162
225,-0.010224,126,3,28,162
226,-0.010202,124,4,28,162
227,-0.010202,124,4,28,162
228,-0.010202,124,4,28,162
229,-0.010202,124,4,28,162
230,-0.010202,124,4,28,162
231,-0.010202,124,4,28,162
232,-0.010202,124,4,28,162
233,-0.010202,124,4,28,162
234,-0.010165,130,4,28,169
235,-0.010165,130,4,28,169
236,-0.010139,130,3,28,170
237,-0.009882,130,4,28,169
238,-0.009882,130,4,28,169
239,-0.009843,132,4,28,171
240,-0.009504,131,4,28,170
241,-0.009504,131,4,28,170
242,-0.009150,131,5,28,171
243,-0.008766,128,4,28,167
244,-0.008766,128,4,28,167
245,-0.008531,133,4,28,173
246,-0.008478,134,4,28,175
247,-0.008478,134,4,28,175
248,-0.008478,134,4,28,175
249,-0.008478,134,4,28,175
250,-0.008478,134,4,28,175
251,-0.008478,134,4,28,175
252,-0.008478,134,4,28,175
253,-0.008478,134,4,28,175
254,-0.008478,134,4,28,175
255,-0.008478,134,4,28,175
256,-0.008478,134,4,28,175
257,-0.008478,134,4,28,175
258,-0.008467,137,4,28,181
259,-0.008467,137,4,28,181
260,-0.008467,137,4,28,181
261,-0.008401,138,4,28,181
262,-0.008401,138,4,28,181
263,-0.008401,138,4,28,181
264,-0.008401,138,4,28,181
265,-0.008401,138,4,28,181
266,-0.008401,138,4,28,181
267,-0.008401,138,4,28,181
268,-0.008401,138,4,28,181
269,-0.008401,138,4,28,181
270,-0.008401,138,4,28,181
271,-0.008401,138,4,28,181
272,-0.008401,138,4,28,181
273,-0.008401,138,4,28,181
274,-0.008289,142,4,28,186
275,-0.008289,142,4,28,186
276,-0.008274,143,4,28,187
277,-0.008274,143,4,28,187
278,-0.008274,143,4,28,187
279,-0.008274,143,4,28,187
280,-0.008274,143,4,28,187
281,-0.008274,143,4,28,187
282,-0.008260,148,4,28,190
283,-0.008260,148,4,28,190
284,-0.008239,143,4,28,187
285,-0.008239,143,4,28,187
286,-0.008239,143,4,28,187
287,-0.008239,143,4,28,187
288,-0.008239,143,4,28,187
289,-0.008239,143,4,28,187
290,-0.008239,143,4,28,187
291,-0.008239,143,4,28,187
292,-0.008239,143,4,28,187
293,-0.008239,143,4,28,187
294,-0.008239,143,4,28,187
295,-0.008239,143,4,28,187
296,-0.008239,143,4,28,187
297,-0.008239,143,4,28,187
298,-0.008239,143,4,28,187
299,-0.008239,143,4,28,187
300,-0.008239,143,4,28,187
301,-0.008239,143,4,28,187
302,-0.008239,143,4,28,187
303,-0.008239,143,4,28,187
304,-0.008239,143,4,28,187
305,-0.008239,143,4,28,187
306,-0.008239,143,4,28,187
307,-0.008239,143,4,28,187
308,-0.008239,143,4,28,187
309,-0.008239,143,4,28,187
310,-0.008239,143,4,28,187
311,-0.008239,143,4,28,187
312,-0.008239,143,4,28,187
313,-0.008239,143,4,28,187
314,-0.008239,143,4,28,187
315,-0.008239,143,4,28,187
316,-0.008239,143,4,28,187
317,-0.008239,143,4,28,187
318,-0.008239,143,4,28,187
319,-0.008239,143,4,28,187
320,-0.008239,143,4,28,187
321,-0.008239,143,4,28,187
322,-0.008239,143,4,28,187
323,-0.008239,143,4,28,187
324,-0.008239,143,4,28,187
325,-0.008239,143,4,28,187
326,-0.008239,143,4,28,187
327,-0.008239,143,4,28,187
328,-0.008239,143,4,28,187
329,-0.008239,143,4,28,187
330,-0.008239,143,4,28,187
331,-0.008239,143,4,28,187
332,-0.008239,143,4,28,187
333,-0.008239,143,4,28,187
334,-0.008239,143,4,28,187
335,-0.008239,143,4,28,187
336,-0.008239,143,4,28,187
337,-0.008239,143,4,28,187
338,-0.008239,143,4,28,187
339,-0.008239,143,4,28,187
340,-0.008239,143,4,28,187
341,-0.008239,143,4,28,187
342,-0.008239,143,4,28,187
343,-0.008239,143,4,28,187
344,-0.008239,143,4,28,187
345,-0.008239,143,4,28,187
346,-0.008239,143,4,28,187
347,-0.008239,143,4,28,187
348,-0.008239,143,4,28,187
349,-0.008239,143,4,28,187
350,-0.008239,143,4,28,187
351,-0.008239,143,4,28,187
352,-0.008239,143,4,28,187
353,-0.008239,143,4,28,187
354,-0.008239,143,4,28,187
355,-0.008239,143,4,28,187
356,-0.008239,143,4,28,187
357,-0.008239,143,4,28,187
358,-0.008239,143,4,28,187
359,-0.008239,143,4,28,187
360,-0.008239,143,4,28,187
361,-0.008239,143,4,28,187
362,-0.008239,143,4,28,187
363,-0.008239,143,4,28,187
364,-0.008239,143,4,28,187
365,-0.008239,143,4,28,187
366,-0.008239,143,4,28,187
367,-0.008239,143,4,28,187
368,-0.008239,143,4,28,187
369,-0.008239,143,4,28,187
370,-0.008239,143,4,28,187
371,-0.008239,143,4,28,187
372,-0.008239,143,4,28,187
373,-0.008239,143,4,28,187
374,-0.008239,143,4,28,187
375,-0.008239,143,4,28,187
376,-0.008239,143,4,28,187
377,-0.008239,143,4,28,187
378,-0.008239,143,4,28,187
379,-0.008239,143,4,28,187
380,-0.008239,143,4,28,187
381,-0.008239,143,4,28,187
382,-0.008239,143,4,28,187
383,-0.008239,143,4,28,187
384,-0.008239,143,4,28,187
385,-0.008239,143,4,28,187
386,-0.008239,143,4,28,187
387,-0.008239,143,4,28,187
388,-0.008239,143,4,28,187
389,-0.008239,143,4,28,187
390,-0.008239,143,4,28,187
391,-0.008217,170,4,28,222
392,-0.008217,170,4,28,222
393,-0.008217,170,4,28,222
394,-0.008217,170,4,28,222
395,-0.008217,170,4,28,222
396,-0.008217,170,4,28,222
397,-0.008217,170,4,28,222
398,-0.008217,170,4,28,222
399,-0.008217,170,4,28,222
400,-0.008192,167,5,28,218
401,-0.008192,167,5,28,218
402,-0.008192,167,5,28,218
403,-0.008192,167,5,28,218
404,-0.008192,167,5,28,218
405,-0.008192,167,5,28,218
406,-0.008192,167,5,28,218
407,-0.008192,167,5,28,218
408,-0.008192,167,5,28,218
409,-0.008192,167,5,28,218
410,-0.008192,167,5,28,218
411,-0.008192,167,5,28,218
412,-0.008178,168,5,29,221
413,-0.008178,168,5,29,221
414,-0.008178,168,5,29,221
415,-0.008178,168,5,29,221
416,-0.008178,168,5,29,221
417,-0.008178,168,5,29,221
418,-0.008178,168,5,29,221
419,-0.008178,168,5,29,221
420,-0.008178,168,5,29,221
421,-0.008178,168,5,29,221
422,-0.008178,168,5,29,221
423,-0.008178,168,5,29,221
424,-0.008178,168,5,29,221
425,-0.008178,168,5,29,221
426,-0.008178,168,5,29,221
427,-0.008158,172,5,29,226
428,-0.008158,172,5,29,226
429,-0.008158,172,5,29,226
430,-0.008158,172,5,29,226
431,-0.008158,172,5,29,226
432,-0.008158,172,5,29,226
433,-0.008158,172,5,29,226
434,-0.008158,172,5,29,226
435,-0.008158,172,5,29,226
436,-0.008158,172,5,29,226
437,-0.008158,172,5,29,226
438,-0.008158,172,5,29,226
439,-0.008158,172,5,29,226
440,-0.008158,172,5,29,226
441,-0.008158,172,5,29,226
442,-0.008158,172,5,29,226
443,-0.008158,172,5,29,226
444,-0.008158,172,5,29,226
445,-0.008158,172,5,29,226
446,-0.008158,172,5,29,226
447,-0.008158,172,5,29,226
448,-0.008158,172,5,29,226
449,-0.008158,172,5,29,226
450,-0.008158,172,5,29,226
451,-0.008158,172,5,29,226
452,-0.008158,172,5,29,226
453,-0.008158,172,5,29,226
454,-0.008158,172,5,29,226
455,-0.008158,172,5,29,226
456,-0.008158,172,5,29,226
457,-0.008158,172,5,29,226
458,-0.008158,172,5,29,226
459,-0.008158,172,5,29,226
460,-0.008158,172,5,29,226
461,-0.008158,172,5,29,226
462,-0.008158,172,5,29,226
463,-0.008158,172,5,29,226
464,-0.008158,172,5,29,226
465,-0.008158,172,5,29,226
466,-0.008158,172,5,29,226
467,-0.008158,172,5,29,226
468,-0.008158,172,5,29,226
469,-0.008158,172,5,29,226
470,-0.008158,172,5,29,226
471,-0.008158,172,5,29,226
472,-0.008158,172,5,29,226
473,-0.008158,172,5,29,226
474,-0.008158,172,5,29,226
475,-0.008158,172,5,29,226
476,-0.008158,172,5,29,226
477,-0.008158,172,5,29,226
478,-0.008158,172,5,29,226
479,-0.008158,172,5,29,226
480,-0.008158,172,5,29,226
481,-0.008158,172,5,29,226
482,-0.008158,172,5,29,226
483,-0.008158,172,5,29,226
484,-0.008158,172,5,29,226
485,-0.008158,172,5,29,226
486,-0.008158,172,5,29,226
487,-0.008158,172,5,29,226
488,-0.008158,172,5,29,226
489,-0.008158,172,5,29,226
490,-0.008158,172,5,29,226
491,-0.008158,172,5,29,226
492,-0.008158,172,5,29,226
493,-0.008158,172,5,29,226
494,-0.008158,172,5,29,226
495,-0.007976,177,5,29,233
496,-0.007976,177,5,29,233
497,-0.007976,177,5,29,233
498,-0.007976,177,5,29,233
499,-0.007976,177,5,29,233
500,-0.007976,177,5,29,233
501,-0.007976,177,5,29,233
502,-0.007976,177,5,29,233
503,-0.007976,177,5,29,233
504,-0.007976,177,5,29,233
505,-0.007976,177,5,29,233
506,-0.007976,177,5,29,233
507,-0.007976,177,5,29,233
508,-0.007976,177,5,29,233
509,-0.007976,177,5,29,233
510,-0.007976,177,5,29,233
511,-0.007976,177,5,29,233
512,-0.007976,177,5,29,233
513,-0.007976,177,5,29,233
514,-0.007976,177,5,29,233
515,-0.007976,177,5,29,233
516,-0.007976,177,5,29,233
517,-0.007976,177,5,29,233
518,-0.007976,177,5,29,233
519,-0.007976,177,5,29,233
520,-0.007976,177,5,29,233
521,-0.007976,177,5,29,233
522,-0.007976,177,5,29,233
523,-0.007976,177,5,29,233
524,-0.007976,177,5,29,233
525,-0.007976,177,5,29,233
526,-0.007915,185,6,29,245
527,-0.007915,185,6,29,245
528,-0.007915,185,6,29,245
529,-0.007915,185,6,29,245
530,-0.007915,185,6,29,245
531,-0.007915,185,6,29,245
532,-0.007915,185,6,29,245
533,-0.007915,185,6,29,245
534,-0.007915,185,6,29,245
535,-0.007915,185,6,29,245
536,-0.007915,185,6,29,245
537,-0.007915,185,6,29,245
538,-0.007915,185,6,29,245
539,-0.007915,185,6,29,245
540,-0.007915,185,6,29,245
541,-0.007915,185,6,29,245
542,-0.007915,185,6,29,245
543,-0.007915,185,6,29,245
544,-0.007915,185,6,29,245
545,-0.007915,185,6,29,245
546,-0.007915,185,6,29,245
547,-0.007915,185,6,29,245
548,-0.007915,185,6,29,245
549,-0.007915,185,6,29,245
550,-0.007915,185,6,29,245
551,-0.007915,185,6,29,245
552,-0.007915,185,6,29,245
553,-0.007915,185,6,29,245
554,-0.007915,185,6,29,245
555,-0.007915,185,6,29,245
556,-0.007915,185,6,29,245
557,-0.007915,185,6,29,245
558,-0.007915,185,6,29,245
559,-0.007915,185,6,29,245
560,-0.007915,185,6,29,245
561,-0.007915,185,6,29,245
562,-0.007915,185,6,29,245
563,-0.007915,185,6,29,245
564,-0.007915,185,6,29,245
565,-0.007915,185,6,29,245
566,-0.007915,185,6,29,245
567,-0.007915,185,6,29,245
568,-0.007915,185,6,29,245
569,-0.007915,185,6,29,245
570,-0.007915,185,6,29,245
571,-0.007915,185,6,29,245
572,-0.007915,185,6,29,245
573,-0.007915,185,6,29,245
574,-0.007915,185,6,29,245
575,-0.007915,185,6,29,245
576,-0.007915,185,6,29,245
577,-0.007915,185,6,29,245
578,-0.007915,185,6,29,245
579,-0.007915,185,6,29,245
580,-0.007915,185,6,29,245
581,-0.007915,185,6,29,245
582,-0.007915,185,6,29,245
583,-0.007915,185,6,29,245
584,-0.007915,185,6,29,245
585,-0.007915,185,6,29,245
586,-0.007915,185,6,29,245
587,-0.007915,185,6,29,245
588,-0.007915,185,6,29,245
589,-0.007915,185,6,29,245
590,-0.007915,185,6,29,245
591,-0.007915,185,6,29,245
592,-0.007915,185,6,29,245
593,-0.007915,185,6,29,245
594,-0.007915,185,6,29,245
595,-0.007915,185,6,29,245
596,-0.007915,185,6,29,245
597,-0.007915,185,6,29,245
598,-0.007915,185,6,29,245
599,-0.007915,185,6,29,245
600,-0.007915,185,6,29,245
601,-0.007915,185,6,29,245
602,-0.007915,185,6,29,245
603,-0.007915,185,6,29,245
604,-0.007915,185,6,29,245
605,-0.007915,185,6,29,245
606,-0.007915,185,6,29,245
607,-0.007915,185,6,29,245
608,-0.007915,185,6,29,245
609,-0.007915,185,6,29,245
610,-0.007915,185,6,29,245
611,-0.007915,185,6,29,245
612,-0.007915,185,6,29,245
613,-0.007915,185,6,29,245
614,-0.007915,185,6,29,245
615,-0.007915,185,6,29,245
616,-0.007915,185,6,29,245
617,-0.007915,185,6,29,245
618,-0.007915,185,6,29,245
619,-0.007915,185,6,29,245
620,-0.007915,185,6,29,245
621,-0.007915,185,6,29,245
622,-0.007915,185,6,29,245
623,-0.007915,185,6,29,245
624,-0.007915,185,6,29,245
625,-0.007915,185,6,29,245
626,-0.007915,185,6,29,245
627,-0.007915,185,6,29,245
628,-0.007915,185,6,29,245
629,-0.007915,185,6,29,245
630,-0.007915,185,6,29,245
631,-0.007915,185,6,29,245
632,-0.007915,185,6,29,245
633,-0.007915,185,6,29,245
634,-0.007915,185,6,29,245
635,-0.007915,185,6,29,245
636,-0.007915,185,6,29,245
637,-0.007915,185,6,29,245
638,-0.007915,185,6,29,245
639,-0.007915,185,6,29,245
640,-0.007915,185,6,29,245
641,-0.007915,185,6,29,245
642,-0.007915,185,6,29,245
643,-0.007915,185,6,29,245
644,-0.007915,185,6,29,245
645,-0.007915,185,6,29,245
646,-0.007915,185,6,29,245
647,-0.007915,185,6,29,245
648,-0.007915,185,6,29,245
649,-0.007915,185,6,29,245
650,-0.007915,185,6,29,245
651,-0.007915,185,6,29,245
652,-0.007915,185,6,29,245
653,-0.007741,199,5,29,267
654,-0.007741,199,5,29,267
655,-0.007741,199,5,29,267
656,-0.007741,199,5,29,267
657,-0.007741,199,5,29,267
658,-0.007741,199,5,29,267
659,-0.007741,199,5,29,267
660,-0.007741,199,5,29,267
661,-0.007741,199,5,29,267
662,-0.007741,199,5,29,267
663,-0.007741,199,5,29,267
664,-0.007741,199,5,29,267
665,-0.007741,199,5,29,267
666,-0.007741,199,5,29,267
667,-0.007741,199,5,29,267
668,-0.007741,199,5,29,267
669,-0.007741,199,5,29,267
670,-0.007741,199,5,29,267
671,-0.007741,199,5,29,267
672,-0.007741,199,5,29,267
673,-0.007741,199,5,29,267
674,-0.007741,199,5,29,267
675,-0.007741,199,5,29,267
676,-0.007741,199,5,29,267
677,-0.007741,199,5,29,267
678,-0.007741,199,5,29,267
679,-0.007741,199,5,29,267
680,-0.007741,199,5,29,267
681,-0.007741,199,5,29,267
682,-0.007741,199,5,29,267
683,-0.007741,199,5,29,267
684,-0.007741,199,5,29,267
685,-0.007741,199,5,29,267
686,-0.007741,199,5,29,267
687,-0.007741,199,5,29,267
688,-0.007741,199,5,29,267
689,-0.007741,199,5,29,267
690,-0.007741,199,5,29,267
691,-0.007741,199,5,29,267
692,-0.007741,199,5,29,267
693,-0.007741,199,5,29,267
694,-0.007741,199,5,29,267
695,-0.007741,199,5,29,267
696,-0.007741,199,5,29,267
697,-0.006459,206,5,29,276
698,-0.005871,206,6,29,277
699,-0.005833,206,6,29,275
700,-0.003989,209,5,29,278
701,-0.003396,211,5,30,281
702,-0.003396,211,5,30,281
703,-0.003396,211,5,30,281
704,-0.003396,211,5,30,281
705,-0.002772,205,5,29,274
706,-0.002567,212,5,30,282
707,-0.002567,212,5,30,282
708,-0.002523,211,5,30,282
709,-0.002495,210,5,30,281
710,-0.002206,214,5,30,284
711,-0.002206,214,5,30,284
712,-0.002206,214,5,30,284
713,-0.002195,210,5,30,281
714,-0.002195,210,5,30,281
715,-0.002195,210,5,30,281
716,-0.002195,210,5,30,281
717,-0.002195,210,5,30,281
718,-0.002195,210,5,30,281
719,-0.002195,210,5,30,281
720,-0.002195,210,5,30,281
721,-0.002195,210,5,30,281
722,-0.002195,210,5,30,281
723,-0.002195,210,5,30,281
724,-0.002195,210,5,30,281
725,-0.002195,210,5,30,281
726,-0.002195,210,5,30,281
727,-0.002195,210,5,30,281
728,-0.002195,210,5,30,281
729,-0.002195,210,5,30,281
730,-0.002195,210,5,30,281
731,-0.002195,210,5,30,281
732,-0.002195,210,5,30,281
733,-0.002195,210,5,30,281
734,-0.002195,210,5,30,281
735,-0.002195,210,5,30,281
736,-0.002195,210,5,30,281
737,-0.002195,210,5,30,281
738,-0.002195,210,5,30,281
739,-0.002195,210,5,30,281
740,-0.002195,210,5,30,281
741,-0.002195,210,5,30,281
742,-0.002195,210,5,30,281
743,-0.002195,210,5,30,281
744,-0.002195,210,5,30,281
745,-0.002195,210,5,30,281
746,-0.002195,210,5,30,281
747,-0.002195,210,5,30,281
748,-0.002195,210,5,30,281
749,-0.002195,210,5,30,281
750,-0.002195,210,5,30,281
751,-0.002195,210,5,30,281
752,-0.002195,210,5,30,281
753,-0.002195,210,5,30,281
754,-0.002195,210,5,30,281
755,-0.002195,210,5,30,281
756,-0.002195,210,5,30,281
757,-0.002195,210,5,30,281
758,-0.002195,210,5,30,281
759,-0.002195,210,5,30,281
760,-0.002195,210,5,30,281
761,-0.002195,210,5,30,281
762,-0.002195,210,5,30,281
763,-0.002195,210,5,30,281
764,-0.002195,210,5,30,281
765,-0.002195,210,5,30,281
766,-0.002195,210,5,30,281
767,-0.002195,210,5,30,281
768,-0.002195,210,5,30,281
769,-0.002195,210,5,30,281
770,-0.002195,210,5,30,281
771,-0.002195,210,5,30,281
772,-0.002195,210,5,30,281
773,-0.002195,210,5,30,281
774,-0.002195,210,5,30,281
775,-0.002195,210,5,30,281
776,-0.002195,210,5,30,281
777,-0.002195,210,5,30,281
778,-0.002195,210,5,30,281
779,-0.002195,210,5,30,281
780,-0.002195,210,5,30,281
781,-0.002195,210,5,30,281
782,-0.002158,222,6,30,295
783,-0.002158,222,6,30,295
784,-0.002158,222,6,30,295
785,-0.002158,222,6,30,295
786,-0.002158,222,6,30,295
787,-0.002158,222,6,30,295
788,-0.002158,222,6,30,295
789,-0.002158,222,6,30,295
790,-0.002158,222,6,30,295
791,-0.002158,222,6,30,295
792,-0.002158,222,6,30,295
793,-0.002158,222,6,30,295
794,-0.002158,222,6,30,295
795,-0.002158,222,6,30,295
796,-0.002158,222,6,30,295
797,-0.002158,222,6,30,295
798,-0.002158,222,6,30,295
799,-0.002158,222,6,30,295
800,-0.002158,222,6,30,295
801,-0.002158,222,6,30,295
802,-0.002158,222,6,30,295
803,-0.002158,222,6,30,295
804,-0.002158,222,6,30,295
805,-0.002158,222,6,30,295
806,-0.002090,228,7,30,304
807,-0.002090,228,7,30,304
808,-0.002090,228,7,30,304
809,-0.002090,228,7,30,304
810,-0.002090,228,7,30,304
811,-0.002090,228,7,30,304
812,-0.002090,228,7,30,304
813,-0.002090,228,7,30,304
814,-0.002090,228,7,30,304
815,-0.002090,228,7,30,304
816,-0.002090,228,7,30,304
817,-0.002090,228,7,30,304
818,-0.002090,228,7,30,304
819,-0.002090,228,7,30,304
820,-0.002090,228,7,30,304
821,-0.002090,228,7,30,304
822,-0.002090,228,7,30,304
823,-0.002090,228,7,30,304
824,-0.002090,228,7,30,304
825,-0.002090,228,7,30,304
826,-0.002090,228,7,30,304
827,-0.002090,228,7,30,304
828,-0.002090,228,7,30,304
829,-0.002090,228,7,30,304
830,-0.002090,228,7,30,304
831,-0.002090,228,7,30,304
832,-0.002090,228,7,30,304
833,-0.002090,228,7,30,304
834,-0.002090,228,7,30,304
835,-0.002090,228,7,30,304
836,-0.002090,228,7,30,304
837,-0.002090,228,7,30,304
838,-0.002090,228,7,30,304
839,-0.002090,228,7,30,304
840,-0.002090,228,7,30,304
841,-0.002090,228,7,30,304
842,-0.002090,228,7,30,304
843,-0.002090,228,7,30,304
844,-0.002090,228,7,30,304
845,-0.002090,228,7,30,304
846,-0.002090,228,7,30,304
847,-0.002090,228,7,30,304
848,-0.002090,228,7,30,304
849,-0.002090,228,7,30,304
850,-0.002090,228,7,30,304
851,-0.002090,228,7,30,304
852,-0.002090,228,7,30,304
853,-0.002090,228,7,30,304
854,-0.002090,228,7,30,304
855,-0.002090,228,7,30,304
856,-0.002090,228,7,30,304
857,-0.002090,228,7,30,304
858,-0.002090,228,7,30,304
859,-0.002090,228,7,30,304
860,-0.002090,228,7,30,304
861,-0.002090,228,7,30,304
862,-0.002090,228,7,30,304
863,-0.002090,228,7,30,304
864,-0.002057,242,9,30,324
865,-0.002057,242,9,30,324
866,-0.002057,242,9,30,324
867,-0.002057,242,9,30,324
868,-0.002057,242,9,30,324
869,-0.002057,242,9,30,324
870,-0.002057,242,9,30,324
871,-0.002057,242,9,30,324
