gen,fit,cross,rec,size,wires
0,-0.250000,17,0,19,27
1,-0.250000,17,0,19,27
2,-0.250000,17,0,19,27
3,-0.250000,17,0,19,27
4,-0.250000,17,0,19,27
5,-0.000000,22,0,19,32
